grower_id,season,concentration_mg/kg,body_weight_kg,days_per_month_at_site,si_daily_mg/day,ef_method_1,avg_daily_dose_method_1,hours_per_month_at_site,si_outdoor_mg/hour,si_indoor_mg/hour,ef_method_2_outdoor,avg_daily_dose_method_2_outdoor,ef_method_2_indoor,avg_daily_dose_method_2_indoor,avg_daily_dose_method_2,hours_per_month_all_activities,ef_method_3_outdoor,avg_daily_dose_method_3_outdoor,ef_method_3_indoor,avg_daily_dose_method_3_indoor,avg_daily_dose_method_3
9,Fall,400.0,84.0,4.35,378.0,0.14285714285714285,0.00025714285714285715,17.4,45.25,1.375,0.023809523809523808,0.00012312925170068024,0.9761904761904762,0.0001534013605442177,0.00027653061224489794,3.25,0.004447181171319103,4.334291187739463e-05,0.9955528188286809,0.00015644401438736412,0.00019978692626475877
9,Winter,400.0,84.0,4.35,378.0,0.14285714285714285,0.00025714285714285715,21.75,45.25,1.375,0.029761904761904764,0.00015391156462585037,0.9702380952380952,0.00015246598639455784,0.0003063775510204082,0.0,0.0,0.0,1.0,0.00015714285714285713,0.00015714285714285713
10,Spring,400.0,73.9,17.4,378.0,0.5714285714285714,0.00116914749661705,26.099999999999998,45.25,1.375,0.03571428571428571,0.0002099362072298473,0.9642857142857143,0.00017224047941233325,0.00038217668664218053,31.0,0.04241926655719759,0.00022119715321152492,0.9575807334428024,0.00017104283736732058,0.00039223999057884547
10,Summer,400.0,73.9,21.75,378.0,0.7142857142857143,0.0014614343707713125,43.5,45.25,1.375,0.05952380952380953,0.00034989367871641217,0.9404761904761905,0.00016798762806881885,0.000517881306785231,10.5,0.014367816091954023,0.00013573461674343574,0.985632183908046,0.0001760533806168634,0.00031178799736029917
10,Fall,400.0,73.9,15.224999999999998,378.0,0.49999999999999994,0.0010230040595399185,15.224999999999998,45.25,1.375,0.020833333333333332,0.00012246278755074423,0.9791666666666666,0.00017489851150202974,0.000297361299052774,36.0,0.049261083743842374,0.00023527333568862196,0.9507389162561576,0.0001698207536479199,0.00040509408933654185
10,Winter,400.0,73.9,4.35,378.0,0.14285714285714285,0.0002922868741542625,4.35,45.25,1.375,0.005952380952380952,3.498936787164121e-05,0.9940476190476191,0.00017755654359172626,0.00021254591146336747,4.0,0.005473453749315818,2.6141481743180218e-05,0.9945265462506842,0.0001776420894520843,0.0002037835711952645
11,Spring,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,91.35,45.25,1.375,0.125,0.0007735042735042736,0.875,0.00016452991452991454,0.0009380341880341882,74.0,0.10125889436234264,0.0005503861825700907,0.8987411056376573,0.00016899405405152527,0.000719380236621616
11,Summer,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,152.24999999999997,45.25,1.375,0.20833333333333331,0.001289173789173789,0.7916666666666667,0.00014886039886039887,0.001438034188034188,89.0,0.12178434592227697,0.00040220528726275855,0.8782156540777231,0.000165134567433418,0.0005673398546961765
11,Fall,400.0,70.2,13.049999999999999,378.0,0.42857142857142855,0.0009230769230769231,65.25,45.25,1.375,0.08928571428571429,0.0005525030525030526,0.9107142857142857,0.00017124542124542124,0.0007237484737484738,12.0,0.016420361247947456,5.0804878391085275e-05,0.9835796387520526,0.0001849465987397022,0.0002357514771307875
11,Winter,400.0,70.2,13.049999999999999,378.0,0.42857142857142855,0.0009230769230769231,45.675,45.25,1.375,0.0625,0.0003867521367521368,0.9375,0.0001762820512820513,0.0005630341880341881,0.0,0.0,0.0,1.0,0.00018803418803418803,0.00018803418803418803
12,Spring,400.0,84.0,30.449999999999996,378.0,0.9999999999999999,0.0017999999999999995,197.92499999999998,45.25,1.375,0.2708333333333333,0.001400595238095238,0.7291666666666667,0.00011458333333333333,0.0015151785714285714,285.0,0.3899835796387521,0.002589960121979827,0.6100164203612479,9.585972319962468e-05,0.0026858198451794515
12,Summer,400.0,84.0,30.449999999999996,378.0,0.9999999999999999,0.0017999999999999995,304.49999999999994,45.25,1.375,0.41666666666666663,0.0021547619047619045,0.5833333333333334,9.166666666666668e-05,0.002246428571428571,181.0,0.2476737821565408,0.001475428102275393,0.7523262178434592,0.00011822269137540073,0.0015936507936507938
12,Fall,400.0,84.0,30.449999999999996,378.0,0.9999999999999999,0.0017999999999999995,121.79999999999998,45.25,1.375,0.16666666666666666,0.0008619047619047619,0.8333333333333334,0.00013095238095238096,0.0009928571428571428,50.333333325,0.06887429300082103,0.00041161023793543283,0.931125706999179,0.00014631975395701385,0.0005579299918924466
12,Winter,400.0,84.0,30.449999999999996,378.0,0.9999999999999999,0.0017999999999999995,15.224999999999998,45.25,1.375,0.020833333333333332,0.00010773809523809523,0.9791666666666666,0.00015386904761904762,0.00026160714285714285,49.0,0.06704980842911878,0.00034674329501915716,0.9329501915708812,0.00014660645867542422,0.0004933497536945814
13,Summer,400.0,84.0,10.875,378.0,0.35714285714285715,0.0006428571428571429,10.875,45.25,1.375,0.014880952380952382,7.695578231292519e-05,0.9851190476190477,0.0001548044217687075,0.0002317602040816327,73.93,0.10116310892172961,0.0002679476503244977,0.8988368910782704,0.0001412457971694425,0.0004091934474939402
13,Fall,400.0,84.0,4.35,378.0,0.14285714285714285,0.00025714285714285715,4.35,45.25,1.375,0.005952380952380952,3.078231292517006e-05,0.9940476190476191,0.00015620748299319728,0.00018698979591836733,1.433332,0.0019613191023535852,7.194324234615686e-06,0.9980386808976465,0.00015683464985534446,0.00016402897408996015
13,Winter,400.0,84.0,0.0,378.0,0.0,0.0,0.0,45.25,1.375,0.0,0.0,1.0,0.00015714285714285713,0.00015714285714285713,0.0,0.0,0.0,1.0,0.00015714285714285713,0.00015714285714285713
13,Spring,400.0,84.0,8.7,378.0,0.2857142857142857,0.0005142857142857143,8.7,45.25,1.375,0.011904761904761904,6.156462585034012e-05,0.9880952380952381,0.0001552721088435374,0.00021683673469387752,8.0,0.010946907498631636,5.2188404097271096e-05,0.9890530925013684,0.00015542262882164363,0.00020761103291891473
14,Summer,400.0,73.6,26.099999999999998,378.0,0.8571428571428571,0.0017608695652173915,234.89999999999998,45.25,1.375,0.3214285714285714,0.0018971273291925467,0.6785714285714286,0.00012170031055900625,0.002018827639751553,25.0,0.034209085933223866,0.00017767901763404017,0.9657909140667761,0.00017321250089241094,0.00035089151852645115
14,Fall,400.0,73.6,21.75,378.0,0.7142857142857143,0.0014673913043478262,174.0,45.25,1.375,0.2380952380952381,0.0014052795031055903,0.7619047619047619,0.00013664596273291925,0.0015419254658385097,20.0,0.02736726874657909,0.0001110493860212751,0.9726327312534209,0.00017443956593132004,0.0002854889519525951
14,Winter,400.0,73.6,21.75,378.0,0.7142857142857143,0.0014673913043478262,174.0,45.25,1.375,0.2380952380952381,0.0014052795031055903,0.7619047619047619,0.00013664596273291925,0.0015419254658385097,0.5,0.0006841817186644773,2.0190797458413654e-06,0.9993158182813355,0.0001792251195830656,0.00018124419932890695
14,Spring,400.0,73.6,30.449999999999996,378.0,0.9999999999999999,0.0020543478260869564,274.04999999999995,45.25,1.375,0.37499999999999994,0.002213315217391304,0.625,0.00011209239130434782,0.002325407608695652,113.0,0.1546250684181719,0.0007107160705361606,0.8453749315818281,0.00015161615620761047,0.000862332226743771
15,Summer,400.0,86.9,21.75,378.0,0.7142857142857143,0.001242807825086306,184.875,45.25,1.375,0.25297619047619047,0.0012645898405392077,0.7470238095238095,0.00011347197106690776,0.0013780618116061155,0.0,0.0,0.0,1.0,0.0001518987341772152,0.0001518987341772152
15,Spring,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,334.94999999999993,45.25,1.375,0.45833333333333326,0.0022911392405063286,0.5416666666666667,8.227848101265824e-05,0.002373417721518987,148.0,0.20251778872468532,0.0010807583221376323,0.7974822112753147,0.00012113653842156679,0.0012018948605591992
15,Fall,400.0,86.9,21.75,378.0,0.7142857142857143,0.001242807825086306,174.0,45.25,1.375,0.2380952380952381,0.001190202202860431,0.7619047619047619,0.00011573236889692585,0.0013059345717573569,160.0,0.21893814997263275,0.0009713144414148342,0.7810618500273673,0.00011864230633327097,0.0010899567477481052
15,Winter,400.0,86.9,17.4,378.0,0.5714285714285714,0.000994246260069045,139.2,45.25,1.375,0.19047619047619047,0.0009521617622883445,0.8095238095238095,0.00012296564195298372,0.0010751274042413283,0.0,0.0,0.0,1.0,0.0001518987341772152,0.0001518987341772152
16,Winter,400.0,70.2,8.7,378.0,0.2857142857142857,0.0006153846153846154,17.4,45.25,1.375,0.023809523809523808,0.00014733414733414732,0.9761904761904762,0.00018355718355718355,0.00033089133089133087,11.999998,0.01642035851122058,0.0001100772280465384,0.9835796414887794,0.00018494659925430038,0.0002950238273008388
16,Spring,400.0,70.2,26.099999999999998,378.0,0.8571428571428571,0.0018461538461538461,247.95,45.25,1.375,0.3392857142857143,0.0020995115995115993,0.6607142857142857,0.00012423687423687423,0.0022237484737484734,172.0,0.2353585112205802,0.001486042692939245,0.7646414887794197,0.0001437787414798909,0.001629821434419136
16,Summer,400.0,70.2,26.099999999999998,378.0,0.8571428571428571,0.0018461538461538461,261.0,45.25,1.375,0.35714285714285715,0.0022100122100122102,0.6428571428571428,0.00012087912087912087,0.002330891330891331,212.0,0.29009304871373837,0.0014564065138777784,0.7099069512862617,0.00013348677716493808,0.0015898932910427164
16,Fall,400.0,70.2,17.4,378.0,0.5714285714285714,0.0012307692307692308,87.0,45.25,1.375,0.11904761904761905,0.0007366707366707368,0.8809523809523809,0.00016564916564916563,0.0009023199023199024,66.5,0.09099616858237548,0.0004953475643130815,0.9090038314176245,0.00017092379736057897,0.0006662713616736605
17,Spring,400.0,67.9,21.75,378.0,0.7142857142857143,0.0015905743740795286,43.5,45.25,1.375,0.05952380952380953,0.00038081211866189776,0.9404761904761905,0.00018283189564485583,0.0005636440143067536,93.0,0.1272577996715928,0.0010286304354660456,0.8727422003284072,0.00016966416854690683,0.0011982946040129524
17,Fall,400.0,67.9,8.7,378.0,0.2857142857142857,0.0006362297496318114,13.049999999999999,45.25,1.375,0.017857142857142856,0.00011424363559856934,0.9821428571428571,0.00019093204292026087,0.0003051756785188302,8.25,0.011288998357963875,8.863730348164858e-05,0.9887110016420362,0.00019220891342672862,0.0002808462169083772
17,Winter,400.0,67.9,4.35,378.0,0.14285714285714285,0.0003181148748159057,2.175,45.25,1.375,0.002976190476190476,1.9040605933094885e-05,0.9970238095238095,0.000193824952661477,0.00021286555859457187,1.75,0.0023946360153256708,1.0942876973043034e-05,0.9976053639846744,0.0001939380089042371,0.00020488088587728015
17,Summer,400.0,67.9,21.75,378.0,0.7142857142857143,0.0015905743740795286,43.5,45.25,1.375,0.05952380952380953,0.00038081211866189776,0.9404761904761905,0.00018283189564485583,0.0005636440143067536,47.0,0.06431308155446087,0.0006040468089119758,0.9356869184455391,0.00018190084423388978,0.0007859476531458656
18,Spring,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,121.79999999999998,45.25,1.375,0.16666666666666666,0.0010313390313390312,0.8333333333333334,0.0001566951566951567,0.001188034188034188,82.5,0.11288998357963877,0.0009758770390954301,0.8871100164203612,0.00016680701163459784,0.001142684050730028
18,Summer,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,152.24999999999997,45.25,1.375,0.20833333333333331,0.001289173789173789,0.7916666666666667,0.00014886039886039887,0.001438034188034188,64.75,0.0886015325670498,0.0005154578286762195,0.9113984674329502,0.00017137407079935815,0.0006868318994755777
18,Winter,400.0,70.2,30.449999999999996,378.0,0.9999999999999999,0.0021538461538461533,30.449999999999996,45.25,1.375,0.041666666666666664,0.0002578347578347578,0.9583333333333334,0.0001801994301994302,0.000438034188034188,4.916464,0.006727509578544061,5.150964366412642e-05,0.9932724904214559,0.00018676918623309425,0.00023827882989722069
19,Spring,400.0,87.8,30.449999999999996,378.0,0.9999999999999999,0.0017220956719817763,121.79999999999998,45.25,1.375,0.16666666666666666,0.0008246013667425969,0.8333333333333334,0.00012528473804100228,0.0009498861047835992,46.0,0.06294471811713191,0.0003689718759234116,0.9370552818828681,0.00014087847062475926,0.0005098503465481709
19,Summer,400.0,87.8,21.75,378.0,0.7142857142857143,0.0012300683371298405,32.625,45.25,1.375,0.044642857142857144,0.00022087536609176705,0.9553571428571429,0.00014363000325414902,0.00036450536934591604,16.5,0.02257799671592775,0.00013370999173371338,0.9774220032840722,0.000146947271564348,0.0002806572632980614
20,Spring,400.0,81.2,21.75,378.0,0.7142857142857143,0.0013300492610837438,174.0,45.25,1.375,0.2380952380952381,0.0012737508796622098,0.7619047619047619,0.00012385643912737508,0.001397607318789585,116.0,0.15873015873015875,0.0007320407354380516,0.8412698412698413,0.00013675815153647665,0.0008687988869745283
20,Fall,400.0,81.2,21.75,378.0,0.7142857142857143,0.0013300492610837438,174.0,45.25,1.375,0.2380952380952381,0.0012737508796622098,0.7619047619047619,0.00012385643912737508,0.001397607318789585,34.0,0.046524356869184456,0.00021229181327703494,0.9534756431308156,0.0001549985035631375,0.0003672903168401724
20,Summer,400.0,81.2,21.75,378.0,0.7142857142857143,0.0013300492610837438,174.0,45.25,1.375,0.2380952380952381,0.0012737508796622098,0.7619047619047619,0.00012385643912737508,0.001397607318789585,105.0,0.14367816091954025,0.0005490305515785386,0.8563218390804598,0.00013920502802785802,0.0006882355796063967
21,Spring,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,182.7,45.25,1.375,0.25,0.0012497123130034522,0.75,0.00011392405063291139,0.0013636363636363635,307.5,0.42077175697865354,0.0028694817477008657,0.5792282430213465,8.79840369146349e-05,0.0029574657846155004
21,Summer,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,213.14999999999998,45.25,1.375,0.29166666666666663,0.0014579976985040276,0.7083333333333334,0.00010759493670886077,0.0015655926352128883,157.5,0.21551724137931036,0.0015236640269377065,0.7844827586206896,0.00011916193801833261,0.0016428259649560392
21,Fall,400.0,86.9,30.449999999999996,378.0,0.9999999999999999,0.001739930955120828,182.7,45.25,1.375,0.25,0.0012497123130034522,0.75,0.00011392405063291139,0.0013636363636363635,193.0,0.2640941434044882,0.0012654448708573544,0.7359058565955118,0.00011178316809045747,0.0013772280389478119
21,Winter,400.0,86.9,8.7,378.0,0.2857142857142857,0.0004971231300345225,47.849999999999994,45.25,1.375,0.06547619047619047,0.00032730560578661836,0.9345238095238095,0.00014195298372513562,0.000469258589511754,60.0,0.08210180623973728,0.0002872901868973453,0.9178981937602627,0.00013942757373573608,0.0004267177606330814
22,Winter,400.0,87.4,26.099999999999998,378.0,0.8571428571428571,0.001482837528604119,182.7,45.25,1.375,0.25,0.0012425629290617848,0.75,0.00011327231121281463,0.0013558352402745994,10.0,0.013683634373289547,4.930805274054702e-05,0.9863163656267104,0.000148963112428748,0.00019827116516929504
22,Spring,400.0,87.4,30.449999999999996,378.0,0.9999999999999999,0.001729977116704805,502.42499999999995,45.25,1.375,0.6875,0.0034170480549199087,0.3125,4.7196796338672765e-05,0.0034642448512585814,260.5,0.3564586754241927,0.0028122592838918884,0.6435413245758073,9.719388426087706e-05,0.0029094531681527654
22,Summer,400.0,87.4,30.449999999999996,378.0,0.9999999999999999,0.001729977116704805,487.19999999999993,45.25,1.375,0.6666666666666666,0.003313501144164759,0.33333333333333337,5.0343249427917626e-05,0.0033638443935926766,190.5,0.2606732348111659,0.0013296171463140609,0.7393267651888341,0.00011166033524591086,0.0014412774815599717
23,Spring,400.0,72.7,30.449999999999996,378.0,0.9999999999999999,0.0020797799174690503,152.24999999999997,45.25,1.375,0.20833333333333331,0.0012448418156808803,0.7916666666666667,0.0001437414030261348,0.001388583218707015,112.0,0.15325670498084293,0.0009566272081094449,0.8467432950191571,0.0001537415611314013,0.0011103687692408462
23,Summer,400.0,72.7,26.099999999999998,378.0,0.8571428571428571,0.0017826685006877578,104.39999999999999,45.25,1.375,0.14285714285714285,0.0008536058164668893,0.8571428571428572,0.00015562978974258202,0.0010092356062094713,95.0,0.12999452654625068,0.0007971893400912041,0.8700054734537493,0.00015796523039325296,0.0009551545704844571
23,Fall,400.0,72.7,4.35,378.0,0.14285714285714285,0.000297111416781293,17.4,45.25,1.375,0.023809523809523808,0.0001422676360778149,0.9761904761904762,0.00017724503831794065,0.00031951267439575553,16.0,0.021893814997263273,6.54104073920988e-05,0.9781061850027367,0.0001775928699042108,0.0002430032772963096
23,Winter,400.0,72.7,4.35,378.0,0.14285714285714285,0.000297111416781293,17.4,45.25,1.375,0.023809523809523808,0.0001422676360778149,0.9761904761904762,0.00017724503831794065,0.00031951267439575553,22.0,0.030103995621237,0.00022893642587234578,0.969896004378763,0.00017610216310591018,0.00040503858897825596
24,Spring,400.0,84.0,28.275,378.0,0.9285714285714285,0.0016714285714285713,169.64999999999998,45.25,1.375,0.23214285714285712,0.0012005102040816326,0.7678571428571429,0.00012066326530612247,0.001321173469387755,289.0,0.39545703338806787,0.0021229181327703495,0.6045429666119322,9.499960903901792e-05,0.0022179177418093676
25,Spring,400.0,81.2,28.275,378.0,0.9285714285714285,0.0017290640394088668,226.2,45.25,1.375,0.30952380952380953,0.0016558761435608725,0.6904761904761905,0.00011224489795918367,0.0017681210415200562,452.5,0.6191844553913519,0.0021412191511563008,0.3808155446086481,6.190597523194771e-05,0.0022031251263882486
25,Summer,400.0,81.2,30.449999999999996,378.0,0.9999999999999999,0.001862068965517241,304.49999999999994,45.25,1.375,0.41666666666666663,0.002229064039408867,0.5833333333333334,9.482758620689655e-05,0.0023238916256157634,86.0,0.1176792556102901,0.0003147775162383622,0.8823207443897099,0.00014343145105842573,0.0004582089672967879
